"","IRR","2.5 %","97.5 %"
"(Intercept)",0.0013469534545866,0.000567350152560046,0.00314127098943509
"vulnerability_hits",1.34218132600604,1.03454911524736,1.76454283501632
"Is_International1",3.55380657995635,1.96594257077538,6.79811849508881
"NoiseRatio",0.799625363871466,0.000889941957396535,397.114907573088
"vulnerability_hits:Is_International1",0.724595387913931,0.530280389909125,0.980335721396163
