"","IRR","2.5 %","97.5 %"
"(Intercept)",0.00189673690160049,0.000867573486946159,0.00414432667103533
"Is_International1",2.64475820555019,1.57645965994093,4.58290595263635
"NoiseRatio",0.428949004182782,0.000453949120741229,223.836591553027
